time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/exploration_rate,time/episodes,time/fps,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss,eval/mean_ep_length,eval/mean_reward
80248,46247,-17.3126,0.2376440000000002,937,1,72.62,12520,0.0001,0.35939072370529174,,
80336,46304,-17.5026,0.23680800000000046,938,1,71.72,12535,0.0001,0.39480374157428744,,
80336,46304,-17.5026,,939,1,71.72,,,,,
80416,46326,-17.514200000000002,0.2360479999999997,940,1,72.36,12545,0.0001,0.31297077536582946,,
80528,46360,-17.8958,0.23498399999999964,941,1,71.73,12565,0.0001,0.3864385336637497,,
80536,46369,-17.879300000000004,0.23490800000000056,942,1,71.36,,,,,
80656,46397,-18.020600000000005,0.23376799999999942,943,1,71.6,12585,0.0001,0.27695836424827575,,
80728,46415,-18.026000000000003,0.23308399999999996,944,1,71.77,12595,0.0001,0.3101521909236908,,
80896,,,0.23156400000000044,,,,12620,0.0001,0.2793362393975258,163.2,-23.380000000000003
80944,46544,-18.013900000000003,0.2310319999999999,945,1,71.85,12630,0.0001,0.37417028844356537,,
81040,46563,-18.1452,0.23012,946,1,71.52,12645,0.0001,0.3350834310054779,,
81088,46579,-18.493299999999998,0.22966399999999954,947,1,71.46,12650,0.0001,0.3236016809940338,,
81128,46597,-18.5781,0.22928400000000027,948,1,71.32,12660,0.0001,0.40805522799491883,,
81272,46627,-18.5827,0.2279159999999999,949,1,70.69,12680,0.0001,0.4720469653606415,,
81472,46672,-18.675099999999997,0.2260160000000001,950,1,69.83,12710,0.0001,0.3028143525123596,,
81472,46672,-18.675099999999997,,951,1,69.83,,,,,
81480,46682,-18.6575,0.22594000000000014,952,1,69.82,12715,0.0001,0.43191235065460204,,
81512,46694,-18.667299999999997,0.22563599999999973,953,1,69.87,12720,0.0001,0.2797138005495071,,
81616,46724,-18.738899999999997,0.22464799999999996,954,1,69.94,12735,0.0001,0.2357686549425125,,
81640,46737,-18.828699999999998,0.22441999999999962,955,1,70.02,12740,0.0001,0.47455393671989443,,
81720,46758,-18.5543,0.22365999999999997,956,1,71.21,12750,0.0001,0.42200506925582887,,
81728,46767,-18.4154,0.2235839999999999,957,1,71.74,,,,,
81784,46787,-18.0293,0.22305200000000036,958,1,72.59,12760,0.0001,0.5848763525485993,,
81800,46797,-17.5133,0.2229000000000002,959,1,73.73,12765,0.0001,0.25849461257457734,,
81840,46819,-17.993,0.22251999999999983,960,1,72.33,12770,0.0001,0.3191433221101761,,
81872,46837,-17.8163,0.22221600000000064,961,1,72.7,12775,0.0001,0.36615937650203706,,
81896,46851,-18.2595,0.2219880000000003,962,1,71.49,12780,0.0001,0.3309724599123001,,
81920,,,0.22183600000000026,,,,,,,62.4,-6.720000000000001
82064,47033,-18.1585,0.2203919999999998,963,1,71.51,12805,0.0001,0.3137567609548569,,
82224,47070,-18.1927,0.2188720000000004,964,1,71.63,12830,0.0001,0.29888756275177003,,
82304,47112,-18.0519,0.21811199999999964,965,1,71.76,12840,0.0001,0.37570944130420686,,
82408,47142,-18.088099999999997,0.21712399999999976,966,1,71.59,12860,0.0001,0.4467784583568573,,
82568,47170,-17.911099999999998,0.21560400000000035,967,1,72.32,12885,0.0001,0.3284887790679932,,
82664,47192,-17.5262,0.21469200000000044,968,1,73.32,12900,0.0001,0.4703711211681366,,
82720,47214,-17.014,0.2141599999999999,969,1,73.85,12905,0.0001,0.3309117257595062,,
82816,47256,-16.8459,0.213248,970,1,74.68,12920,0.0001,0.41386769711971283,,
82840,47266,-16.934100000000004,0.21301999999999988,971,1,74.37,12925,0.0001,0.43927687406539917,,
82864,47278,-16.8616,0.21279199999999954,972,1,74.61,12930,0.0001,0.2504595547914505,,
82904,47294,-17.3831,0.21241200000000027,973,1,74.16,12935,0.0001,0.37717569172382354,,
82944,,,0.21210799999999996,,,,12940,0.0001,0.3009565383195877,97.4,-14.458000000000002
83016,47419,-17.7097,0.2113480000000002,974,1,73.99,12955,0.0001,0.43109674751758575,,
83144,47452,-18.0604,0.2101320000000001,975,1,73.0,12975,0.0001,0.2953366726636887,,
83176,47476,-18.792199999999998,0.2098279999999998,976,1,71.09,12980,0.0001,0.5005385339260101,,
83176,47476,-18.792199999999998,,977,1,71.09,,,,,
83192,47487,-18.902300000000004,0.20967599999999964,978,1,71.07,,,,,
83200,47498,-19.239,0.20960000000000056,979,1,70.17,,,,,
83376,47536,-19.136900000000004,0.207928,980,1,70.58,13010,0.0001,0.33986352384090424,,
83432,47551,-19.098100000000002,0.20739600000000047,981,1,70.71,13020,0.0001,0.3682146221399307,,
83456,47562,-18.791000000000004,0.20716800000000035,982,1,72.04,,,,,
83592,47596,-18.8298,0.20587600000000006,983,1,72.48,13045,0.0001,0.4184546828269958,,
83616,47629,-18.8027,0.20564799999999983,984,1,72.68,,,,,
83672,47654,-18.6708,0.2051160000000003,985,1,73.22,13055,0.0001,0.3935402393341064,,
83712,47668,-18.6554,0.20473599999999992,986,1,73.24,13060,0.0001,0.24237802028656005,,
83768,47685,-19.094200000000004,0.2042040000000005,987,1,72.19,13070,0.0001,0.4744863510131836,,
83784,47694,-19.1202,0.20405200000000034,988,1,72.47,13075,0.0001,0.3162942260503769,,
83968,,,0.20237999999999978,,,,13100,0.0001,0.41807065308094027,173.6,-18.616
84032,47877,-19.4319,0.2016960000000001,989,1,71.55,13110,0.0001,0.37242807149887086,,
84048,47887,-19.4997,0.20154400000000006,990,1,71.65,13115,0.0001,0.26869641691446305,,
84096,47905,-19.534100000000002,0.2010880000000005,991,1,71.79,13120,0.0001,0.5152842044830322,,
84144,47922,-19.531399999999998,0.20063200000000014,992,1,72.01,13130,0.0001,0.457891184091568,,
84240,47956,-19.3875,0.19972000000000034,993,1,71.88,13145,0.0001,0.24302444458007813,,
84272,47971,-18.955099999999998,0.19941599999999993,994,1,72.96,13150,0.0001,0.32718250453472136,,
84304,47985,-19.2319,0.19911199999999962,995,1,73.27,13155,0.0001,0.510129201412201,,
84392,48010,-19.319100000000002,0.1982759999999999,996,1,73.78,13170,0.0001,0.29074948132038114,,
84552,48052,-19.7017,0.19675600000000038,997,1,72.95,13195,0.0001,0.5103435665369034,,
84664,48080,-19.8243,0.19569200000000053,998,1,72.73,13210,0.0001,0.34875635504722596,,
84680,48091,-19.5178,0.19554000000000027,999,1,73.4,13215,0.0001,0.3190019905567169,,
84760,48124,-20.032899999999998,0.19478000000000062,1000,1,71.49,13225,0.0001,0.43924883008003235,,
84760,48124,-20.032899999999998,,1001,1,71.49,,,,,
84952,48162,-20.0213,0.1929559999999998,1002,1,72.08,13255,0.0001,0.4324576646089554,,
84992,,,0.1926520000000005,,,,13260,0.0001,0.23441397547721862,57.4,-32.506
85008,48291,-20.062099999999997,0.19242400000000037,1003,1,72.2,13265,0.0001,0.35035074055194854,,
85016,48299,-19.900799999999997,0.19234800000000019,1004,1,72.21,,,,,
85160,48324,-19.8372,0.19097999999999993,1005,1,72.43,13290,0.0001,0.3229342132806778,,
85248,48340,-20.1903,0.1901440000000001,1006,1,71.89,13300,0.0001,0.28520930707454684,,
85288,48357,-20.453999999999997,0.1897639999999997,1007,1,70.95,13310,0.0001,0.3508542001247406,,
85304,48431,-20.39,0.18961199999999967,1008,1,69.69,,,,,
85392,48453,-20.024299999999997,0.18877599999999983,1009,1,70.89,13325,0.0001,0.42956238985061646,,
85408,48464,-20.0335,0.18862399999999968,1010,1,71.01,,,,,
85496,48489,-20.3836,0.18778799999999995,1011,1,70.21,13340,0.0001,0.47206408381462095,,
85520,48507,-20.2325,0.18755999999999962,1012,1,70.16,13345,0.0001,0.5077377080917358,,
85552,48519,-20.218399999999995,0.18725600000000053,1013,1,70.08,13350,0.0001,0.3118717610836029,,
85600,48536,-20.5531,0.18679999999999997,1014,1,68.72,13355,0.0001,0.3827485620975494,,
85680,48588,-20.5066,0.1860400000000002,1015,1,68.69,13370,0.0001,0.442225182056427,,
85688,48606,-21.116,0.18596400000000024,1016,1,65.95,,,,,
85688,48606,-21.116,,1017,1,65.95,,,,,
85808,48641,-21.171999999999997,0.1848240000000001,1018,1,65.68,13390,0.0001,0.32751473784446716,,
85824,48652,-21.5108,0.18467200000000006,1019,1,64.1,,,,,
85856,48666,-21.3096,0.18436799999999964,1020,1,65.03,13395,0.0001,0.37571202516555785,,
85944,48686,-20.8503,0.1835319999999998,1021,1,65.77,13410,0.0001,0.386390221118927,,
86016,,,0.1829240000000003,,,,13420,0.0001,0.4509540557861328,166.4,-12.776
86160,48875,-20.3514,0.18147999999999997,1022,1,67.13,13445,0.0001,0.30614275485277176,,
86336,48925,-20.459600000000002,0.1798080000000003,1023,1,66.72,13470,0.0001,0.3505841076374054,,
86448,48965,-20.307399999999998,0.17874400000000035,1024,1,67.24,13490,0.0001,0.3083410084247589,,
86448,48965,-20.307399999999998,,1025,1,67.24,,,,,
86640,49007,-19.8894,0.17691999999999952,1026,1,68.26,13520,0.0001,0.4978433012962341,,
86640,49007,-19.8894,,1027,1,68.26,,,,,
86776,49039,-20.1835,0.17562800000000045,1028,1,67.47,13540,0.0001,0.3269266366958618,,
86920,49066,-20.140399999999996,0.17426000000000008,1029,1,67.71,13565,0.0001,0.22796061336994172,,
87008,49085,-19.6812,0.17342400000000036,1030,1,68.59,13575,0.0001,0.4547894924879074,,
87024,49096,-19.670299999999997,0.1732720000000001,1031,1,68.65,13580,0.0001,0.4403493881225586,,
87040,,,0.17319600000000002,,,,,,,153.4,-11.396
87088,49221,-19.352800000000002,0.1726639999999996,1032,1,69.5,13590,0.0001,0.5215617775917053,,
87104,49233,-19.3111,0.17251200000000044,1033,1,70.0,,,,,
87176,49256,-19.2771,0.17182799999999987,1034,1,69.91,13605,0.0001,0.41268367171287534,,
87200,49271,-19.2952,0.17160000000000064,1035,1,70.08,,,,,
87264,49292,-19.1423,0.17099199999999992,1036,1,70.53,13615,0.0001,0.260009291768074,,
87360,49327,-18.9525,0.17008000000000012,1037,1,70.2,13630,0.0001,0.4079601466655731,,
87360,49327,-18.9525,,1038,1,70.2,,,,,
87368,49396,-18.719900000000003,0.17000400000000015,1039,1,69.95,13635,0.0001,0.3920921802520752,,
87488,49427,-18.6321,0.1688639999999999,1040,1,69.63,13650,0.0001,0.29600535035133363,,
87544,49444,-18.5095,0.16833200000000048,1041,1,69.57,13660,0.0001,0.46862688660621643,,
87664,49471,-18.2702,0.16719200000000045,1042,1,69.78,13680,0.0001,0.3039412617683411,,
87672,49480,-18.1915,0.16711600000000038,1043,1,69.86,,,,,
87816,49517,-17.789,0.165748,1044,1,70.52,13705,0.0001,0.4260215312242508,,
87864,49545,-17.659000000000002,0.16529200000000066,1045,1,69.72,13710,0.0001,0.38730029463768006,,
87864,49545,-17.659000000000002,,1046,1,69.72,,,,,
87936,49567,-17.7812,0.16460799999999998,1047,1,69.2,13720,0.0001,0.33013403713703154,,
88064,,,0.16346799999999984,,,,13740,0.0001,0.3749612092971802,254.4,-31.998
88128,49717,-17.4531,0.16278400000000026,1048,1,70.05,13750,0.0001,0.3957106530666351,,
88248,49745,-17.9423,0.16164400000000012,1049,1,69.42,13770,0.0001,0.3963880270719528,,
88304,49767,-17.4917,0.1611120000000006,1050,1,70.34,13780,0.0001,0.38248577117919924,,
88392,49798,-17.7966,0.16027599999999986,1051,1,69.73,13795,0.0001,0.4067327082157135,,
88400,49808,-17.838900000000002,0.1601999999999998,1052,1,70.31,,,,,
88520,49842,-17.7765,0.15905999999999965,1053,1,70.21,13815,0.0001,0.40381406247615814,,
88592,49866,-17.3604,0.15837600000000007,1054,1,70.95,13825,0.0001,0.3525724083185196,,
88616,49880,-17.2556,0.15814799999999973,1055,1,70.86,13830,0.0001,0.373300164937973,,
88672,49894,-17.1214,0.1576160000000003,1056,1,70.77,13835,0.0001,0.3770433574914932,,
88696,49906,-17.1707,0.15738800000000008,1057,1,70.51,13840,0.0001,0.3856159508228302,,
88704,49915,-17.5365,0.157312,1058,1,69.58,,,,,
88896,49968,-17.869799999999998,0.1554880000000003,1059,1,68.77,13870,0.0001,0.3216573104262352,,
88904,49978,-17.275699999999997,0.15541200000000022,1060,1,69.93,13875,0.0001,0.28904071152210237,,
88912,49987,-17.440399999999997,0.15533600000000025,1061,1,69.83,,,,,
88968,50003,-16.974,0.1548039999999996,1062,1,70.59,13885,0.0001,0.3060881793498993,,
89088,,,0.15373999999999954,,,,13900,0.0001,0.34196906685829165,273.8,-30.79
89128,50134,-17.079099999999997,0.1532840000000002,1063,1,70.83,13910,0.0001,0.34112705290317535,,
89224,50152,-17.0676,0.15237200000000028,1064,1,71.05,13925,0.0001,0.40844873785972596,,
89336,50180,-17.0416,0.15130800000000044,1065,1,71.28,13940,0.0001,0.38451604545116425,,
89368,50198,-16.991500000000002,0.15100400000000003,1066,1,71.35,13945,0.0001,0.3814664751291275,,
89392,50210,-17.1571,0.1507759999999998,1067,1,71.02,13950,0.0001,0.28375310003757476,,
89584,50255,-17.5349,0.14895200000000008,1068,1,69.82,13980,0.0001,0.43158345818519595,,
89624,50271,-18.089699999999997,0.1485719999999997,1069,1,69.22,13985,0.0001,0.2990312397480011,,
89632,50281,-18.308799999999998,0.14849599999999963,1070,1,68.22,,,,,
89664,50297,-17.8123,0.14819200000000043,1071,1,68.99,13990,0.0001,0.3814027488231659,,
89704,50318,-18.1092,0.14781200000000005,1072,1,67.61,14000,0.0001,0.30658228397369386,,
89712,50326,-17.9393,0.14773599999999998,1073,1,68.12,,,,,
89912,50359,-17.9465,0.1458360000000002,1074,1,67.91,14030,0.0001,0.3458414912223816,,
90008,50381,-17.9009,0.14492400000000027,1075,1,67.79,14045,0.0001,0.33239021301269533,,
90040,50394,-17.361200000000004,0.14461999999999997,1076,1,68.88,14050,0.0001,0.48223721981048584,,
90056,50405,-16.928200000000004,0.14446799999999982,1077,1,69.75,14055,0.0001,0.29799051582813263,,
90072,50415,-16.903100000000006,0.14431599999999978,1078,1,69.86,,,,,
90112,,,0.14401200000000047,,,,14060,0.0001,0.5134395360946655,106.2,-14.074000000000002
90344,50586,-16.9125,0.1417320000000002,1079,1,70.24,14100,0.0001,0.48808358013629916,,
90360,50596,-17.0367,0.14158000000000015,1080,1,70.1,,,,,
90392,50631,-17.0421,0.14127599999999974,1081,1,70.18,14105,0.0001,0.4426511526107788,,
90408,50644,-17.2987,0.1411239999999997,1082,1,68.69,14110,0.0001,0.2880870997905731,,
90432,50654,-17.269599999999997,0.14089600000000047,1083,1,68.66,,,,,
90560,50695,-17.3084,0.13968000000000036,1084,1,68.57,14130,0.0001,0.5806358635425568,,
90568,50706,-17.4477,0.13960400000000028,1085,1,68.59,14135,0.0001,0.5717041611671447,,
90624,50722,-17.495800000000003,0.13907199999999964,1086,1,68.62,14140,0.0001,0.31806435585021975,,
90704,50745,-17.3828,0.138312,1087,1,68.28,14155,0.0001,0.4174716055393219,,
90840,50771,-17.2429,0.1370199999999998,1088,1,68.18,14175,0.0001,0.39689391255378725,,
90880,50786,-16.6953,0.13664000000000054,1089,1,69.25,14180,0.0001,0.36012970209121703,,
91048,50828,-16.484699999999997,0.13504399999999983,1090,1,69.21,14210,0.0001,0.23530561327934266,,
91136,,,0.13428400000000018,,,,14220,0.0001,0.3654093652963638,73.8,-29.25
91168,50949,-16.5013,0.1339039999999998,1091,1,68.97,14225,0.0001,0.33579378128051757,,
91176,50959,-16.8925,0.13382799999999972,1092,1,67.98,14230,0.0001,0.3652608633041382,,
91200,50974,-16.5972,0.1336000000000005,1093,1,68.52,,,,,
91280,50996,-16.9905,0.13283999999999974,1094,1,67.46,14245,0.0001,0.41858403086662294,,
91400,51025,-16.6035,0.1316999999999997,1095,1,68.44,14265,0.0001,0.37467997074127196,,
91472,51041,-16.1116,0.13101600000000002,1096,1,68.96,14275,0.0001,0.4232781231403351,,
91568,51067,-15.6073,0.13010400000000022,1097,1,70.71,14290,0.0001,0.40057289898395537,,
91736,51110,-15.6074,0.12850799999999962,1098,1,70.76,14315,0.0001,0.565306282043457,,
91744,51127,-15.775000000000002,0.12843199999999955,1099,1,70.44,,,,,
91744,51127,-15.775000000000002,,1100,1,70.44,,,,,
91768,51139,-15.199999999999998,0.12820400000000054,1101,1,70.69,14320,0.0001,0.3184679239988327,,
91824,51162,-15.164000000000001,0.1276719999999999,1102,1,70.16,14330,0.0001,0.42691912949085237,,
91832,51172,-14.7526,0.12759599999999982,1103,1,71.16,,,,,
91912,51202,-15.064900000000002,0.12683600000000017,1104,1,70.74,14345,0.0001,0.42976313829421997,,
92152,51246,-15.383899999999999,0.124556,1105,1,69.42,14380,0.0001,0.35393608808517457,,
92160,,,,,,,,,,104.6,4.648000000000001
92168,51368,-15.2946,0.12440399999999974,1106,1,69.23,14385,0.0001,0.6694397330284119,,
92376,51397,-15.429399999999998,0.12242799999999998,1107,1,69.26,14415,0.0001,0.3843100368976593,,
92416,51409,-15.2801,0.1220479999999996,1108,1,70.66,14420,0.0001,0.2867551803588867,,
92448,51423,-15.378999999999998,0.1217440000000003,1109,1,70.18,14425,0.0001,0.4571592092514038,,
92520,51446,-15.2732,0.12105999999999961,1110,1,70.92,14440,0.0001,0.3858359456062317,,
92560,51463,-15.172600000000003,0.12068000000000034,1111,1,70.45,14445,0.0001,0.38796566128730775,,
92736,51498,-14.885400000000002,0.11900799999999978,1112,1,71.03,14470,0.0001,0.4413731038570404,,
92800,51517,-14.901200000000001,0.11840000000000017,1113,1,71.31,14480,0.0001,0.6111205101013184,,
92872,51539,-14.723500000000001,0.11771600000000049,1114,1,71.38,14495,0.0001,0.4345066905021667,,
92952,51566,-14.701200000000002,0.11695599999999973,1115,1,71.53,14505,0.0001,0.47781192064285277,,
93016,51603,-14.330200000000001,0.11634800000000012,1116,1,72.42,14515,0.0001,0.37125399708747864,,
93144,51633,-14.1873,0.11513200000000001,1117,1,72.72,14535,0.0001,0.489998996257782,,
93184,,,0.11482799999999971,,,,14540,0.0001,0.384398090839386,59.0,-4.938
93184,51755,-13.7818,0.11475199999999963,1118,1,74.37,,,,,
93192,51766,-13.5228,0.11467600000000067,1119,1,75.49,14545,0.0001,0.4628086268901825,,
93200,51777,-13.7305,0.11460000000000048,1120,1,74.85,,,,,
93224,51795,-14.1236,0.11437200000000036,1121,1,74.14,14550,0.0001,0.6000061333179474,,
93248,51811,-14.659500000000001,0.11414400000000002,1122,1,72.47,,,,,
93296,51835,-14.566799999999999,0.11368799999999968,1123,1,72.68,14560,0.0001,0.48302929997444155,,
93472,51875,-14.6402,0.112016,1124,1,73.1,14585,0.0001,0.47315606474876404,,
93544,51895,-14.766800000000003,0.11133200000000054,1125,1,72.41,14600,0.0001,0.3375142514705658,,
93608,51910,-15.0386,0.11072399999999982,1126,1,71.91,14610,0.0001,0.3072974383831024,,
93704,51929,-15.103800000000003,0.10981199999999991,1127,1,71.24,14625,0.0001,0.5236521482467651,,
93728,51940,-15.219300000000002,0.10958399999999979,1128,1,71.37,,,,,
93960,51987,-14.8123,0.1073799999999997,1129,1,71.82,14665,0.0001,0.39581901431083677,,
94088,52020,-15.174100000000001,0.10616400000000048,1130,1,70.77,14685,0.0001,0.46238467693328855,,
94208,,,0.10509999999999953,,,,14700,0.0001,0.2623944699764252,71.6,-19.131999999999998
94232,52166,-15.104900000000002,0.10479600000000033,1131,1,70.95,14705,0.0001,0.4017824113368988,,
94264,52182,-15.033700000000001,0.10449199999999992,1132,1,70.71,14710,0.0001,0.3935437321662903,,
94272,52192,-14.7323,0.10441599999999995,1133,1,71.17,,,,,
94312,52208,-14.3389,0.10403600000000057,1134,1,71.81,14720,0.0001,0.4298169851303101,,
94416,52231,-13.988000000000001,0.10304799999999958,1135,1,72.12,14735,0.0001,0.23477766662836075,,
94608,52267,-14.194,0.10122399999999987,1136,1,70.84,14765,0.0001,0.4655999690294266,,
94616,52277,-13.969500000000004,0.1011479999999998,1137,1,71.83,,,,,
94656,52290,-13.727600000000002,0.10076800000000052,1138,1,72.28,14770,0.0001,0.31880986988544463,,
94680,52303,-13.908500000000002,0.10054000000000018,1139,1,73.01,14775,0.0001,0.360808277130127,,
94736,52322,-13.976300000000002,0.10000799999999976,1140,1,73.16,14785,0.0001,0.3597734600305557,,
94928,52371,-14.044400000000001,0.09818400000000005,1141,1,73.34,14815,0.0001,0.3848115921020508,,
94976,52398,-14.1665,0.09772800000000048,1142,1,73.31,14820,0.0001,0.5415553450584412,,
94976,52398,-14.1665,,1143,1,73.31,,,,,
95000,52414,-14.463200000000002,0.09750000000000036,1144,1,72.41,14825,0.0001,0.35343956351280215,,
95224,52459,-14.116299999999999,0.09537200000000035,1145,1,72.77,14860,0.0001,0.39009924829006193,,
95232,,,,,,,,,,83.4,-8.453999999999999
95232,52581,-14.0141,0.09529600000000027,1146,1,73.3,,,,,
95288,52600,-14.0949,0.09476399999999963,1147,1,73.13,14870,0.0001,0.37679223120212557,,
95376,52621,-13.8805,0.0939279999999999,1148,1,73.01,14885,0.0001,0.4295868664979935,,
95504,52642,-13.8307,0.0927119999999998,1149,1,73.1,14905,0.0001,0.43627530336380005,,
95520,52651,-14.2271,0.09255999999999953,1150,1,72.61,,,,,
95704,52693,-13.832900000000002,0.090812,1151,1,73.84,14935,0.0001,0.46567618250846865,,
95872,52733,-13.806299999999998,0.08921600000000052,1152,1,73.23,14960,0.0001,0.3145927250385284,,
95904,52754,-14.021,0.0889120000000001,1153,1,73.52,14965,0.0001,0.5895242273807526,,
95904,52754,-14.021,,1154,1,73.52,,,,,
95992,52775,-13.796799999999998,0.08807600000000038,1155,1,74.73,14980,0.0001,0.428485107421875,,
96096,52804,-14.050600000000001,0.08708800000000039,1156,1,74.1,14995,0.0001,0.392758896946907,,
96104,52816,-13.9481,0.08701200000000042,1157,1,73.9,15000,0.0001,0.43658790588378904,,
96152,52834,-13.661200000000001,0.08655599999999997,1158,1,74.3,15005,0.0001,0.39930158853530884,,
96160,52843,-13.410400000000003,0.08647999999999989,1159,1,74.66,,,,,
96256,,,0.08564400000000016,,,,15020,0.0001,0.3971318304538727,85.4,-1.9280000000000004
96296,53035,-13.887200000000002,0.0851879999999996,1160,1,73.74,15030,0.0001,0.194572351872921,,
96328,53053,-13.741700000000002,0.08488400000000029,1161,1,73.87,15035,0.0001,0.33319727778434755,,
96456,53090,-14.145800000000001,0.08366800000000019,1162,1,73.13,15055,0.0001,0.538741672039032,,
96712,53139,-14.032300000000003,0.08123599999999997,1163,1,73.08,15095,0.0001,0.3733497202396393,,
96736,53150,-13.723000000000003,0.08100799999999964,1164,1,73.71,,,,,
96744,53159,-13.379400000000002,0.08093200000000067,1165,1,74.23,15100,0.0001,0.363609117269516,,
96872,53198,-13.2492,0.07971600000000045,1166,1,74.89,15120,0.0001,0.4248251080513,,
96976,53231,-13.260700000000002,0.07872800000000058,1167,1,75.05,15135,0.0001,0.448665452003479,,
97080,53261,-13.210000000000003,0.07773999999999959,1168,1,75.27,15150,0.0001,0.3337275147438049,,
97096,53272,-13.072900000000002,0.07758800000000055,1169,1,75.22,15155,0.0001,0.4125785827636719,,
97144,53287,-13.013399999999999,0.07713199999999998,1170,1,75.35,15160,0.0001,0.4958467721939087,,
97232,53310,-13.4404,0.07629600000000025,1171,1,74.49,15175,0.0001,0.4124467492103577,,
97240,53319,-12.9956,0.07622000000000018,1172,1,75.7,,,,,
97248,53328,-12.694,0.0761440000000001,1173,1,75.76,,,,,
97280,,,0.07591599999999987,,,,15180,0.0001,0.4680240094661713,66.0,-26.445999999999998
97384,53475,-12.7322,0.07485199999999981,1174,1,75.59,15200,0.0001,0.3829913347959518,,
97448,53493,-12.3555,0.0742440000000002,1175,1,76.8,15210,0.0001,0.3942400336265564,,
97584,53522,-12.826299999999998,0.07295200000000002,1176,1,75.81,15230,0.0001,0.45685420632362367,,
97688,53551,-13.258500000000002,0.07196400000000014,1177,1,74.67,15245,0.0001,0.47110934257507325,,
97792,53579,-13.266200000000001,0.07097600000000026,1178,1,74.25,15260,0.0001,0.38859029710292814,,
97832,53598,-13.2289,0.07059599999999988,1179,1,74.31,15270,0.0001,0.39420070350170133,,
97848,53611,-13.078399999999998,0.07044399999999962,1180,1,74.5,,,,,
97864,53622,-13.0452,0.07029200000000058,1181,1,74.88,15275,0.0001,0.5113622307777405,,
97904,53650,-12.9388,0.0699120000000002,1182,1,75.3,15280,0.0001,0.4106809854507446,,
97904,53650,-12.9388,,1183,1,75.3,,,,,
97936,53667,-12.8929,0.06960799999999989,1184,1,75.78,15285,0.0001,0.5660868167877198,,
98256,53725,-12.7566,0.06656800000000007,1185,1,75.63,15335,0.0001,0.42980574667453764,,
98304,,,0.06618800000000058,,,,15340,0.0001,0.323711034655571,117.6,-13.055999999999997
98368,53871,-12.2669,0.065504,1186,1,77.24,15350,0.0001,0.440868553519249,,
98368,53871,-12.2669,,1187,1,77.24,,,,,
98384,53885,-12.265799999999999,0.06535199999999985,1188,1,77.5,15355,0.0001,0.31194756627082826,,
98568,53927,-12.7478,0.0636040000000001,1189,1,76.37,15385,0.0001,0.4110069930553436,,
98688,53952,-12.7436,0.062464000000000075,1190,1,76.91,15400,0.0001,0.2812889009714127,,
98800,53975,-12.5809,0.06140000000000001,1191,1,77.07,15420,0.0001,0.425685852766037,,
98808,53984,-12.542199999999998,0.061324000000000045,1192,1,77.2,,,,,
98840,53996,-12.930099999999998,0.06101999999999963,1193,1,76.99,15425,0.0001,0.4782255291938782,,
99048,54039,-12.5972,0.059043999999999874,1194,1,78.13,15460,0.0001,0.26862017810344696,,
99064,54051,-12.956600000000002,0.05889199999999972,1195,1,77.45,,,,,
99216,54077,-13.4464,0.05744800000000039,1196,1,76.81,15485,0.0001,0.2907267361879349,,
99248,54090,-13.839599999999997,0.057144000000000084,1197,1,75.04,15490,0.0001,0.43183834552764894,,
99264,54100,-14.022,0.05699199999999982,1198,1,74.87,,,,,
99328,,,0.0564600000000004,,,,15500,0.0001,0.568959766626358,74.8,-10.622
99376,54244,-13.6658,0.05592799999999998,1199,1,76.06,15510,0.0001,0.5433712005615234,,
99408,54261,-13.644700000000002,0.05562400000000067,1200,1,76.39,15515,0.0001,0.3774684280157089,,
99496,54291,-13.740600000000002,0.054787999999999726,1201,1,77.63,15530,0.0001,0.31488450467586515,,
99664,54331,-13.759500000000003,0.05319200000000035,1202,1,77.63,15555,0.0001,0.3951480150222778,,
99680,54344,-14.062000000000003,0.0530400000000002,1203,1,77.01,,,,,
99696,54354,-14.0599,0.052888000000000046,1204,1,77.25,15560,0.0001,0.3255349636077881,,
99888,54401,-13.5596,0.05106400000000033,1205,1,77.63,15590,0.0001,0.4946471869945526,,
99944,54419,-13.581100000000001,0.0505319999999998,1206,1,78.0,15600,0.0001,0.49302942156791685,,
100056,54444,-13.515000000000002,0.05,1207,1,78.32,15615,0.0001,0.34717228412628176,,
100144,54466,-13.753700000000004,0.05,1208,1,77.71,15630,0.0001,0.3362217664718628,,
100328,54501,-13.672400000000003,0.05,1209,1,78.02,15660,0.0001,0.28521486520767214,,
100352,,,0.05,,,,,,,211.4,-4.698
100520,54661,-13.6397,0.05,1210,1,78.15,15690,0.0001,0.39760591387748717,,
100536,54672,-13.678500000000001,0.05,1211,1,78.75,,,,,
100640,54706,-14.0254,0.05,1212,1,78.11,15705,0.0001,0.35397290289402006,,
100680,54727,-13.829599999999997,0.05,1213,1,78.86,15715,0.0001,0.4510473906993866,,
100864,54778,-13.7288,0.05,1214,1,79.43,15740,0.0001,0.3855002820491791,,
100896,54793,-13.7751,0.05,1215,1,80.46,15745,0.0001,0.5094281762838364,,
100904,54801,-13.708799999999998,0.05,1216,1,80.67,15750,0.0001,0.45853660702705384,,
100936,54813,-13.715,0.05,1217,1,80.48,15755,0.0001,0.5018456995487213,,
100992,54825,-14.093799999999998,0.05,1218,1,79.12,15760,0.0001,0.47416821122169495,,
