time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/exploration_rate,time/episodes,time/fps,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss,eval/mean_ep_length,eval/mean_reward
323760,152294,1.1361999999999999,0.05,3706,2,98.4,50570,0.0001,0.6442978978157043,,
323816,152317,1.5220000000000002,0.05,3707,2,98.43,50580,0.0001,0.33971922695636747,,
323816,152317,1.5220000000000002,,3708,2,98.43,,,,,
323912,152346,1.653,0.05,3709,2,98.46,50595,0.0001,0.5410094559192657,,
323992,152369,1.6762000000000004,0.05,3710,2,98.69,50605,0.0001,0.5055793881416321,,
324192,152409,1.5399,0.05,3711,2,98.14,50635,0.0001,0.6020357847213745,,
324352,152435,1.6710999999999998,0.05,3712,2,98.25,50660,0.0001,0.4043396532535553,,
324480,152460,1.996,0.05,3713,2,98.83,50680,0.0001,0.5316665172576904,,
324528,152476,2.1051999999999995,0.05,3714,2,98.39,50690,0.0001,0.4824766993522644,,
324576,152492,1.7845,0.05,3715,2,98.21,50695,0.0001,0.5226875424385071,,
324608,,,0.05,,,,50700,0.0001,0.4980418115854263,129.8,3.052
324672,152637,1.9439999999999997,0.05,3716,2,98.57,50710,0.0001,0.5771083772182465,,
324816,152658,2.0347999999999997,0.05,3717,2,98.18,50735,0.0001,0.6567243754863739,,
324904,152681,2.2206,0.05,3718,2,97.8,50750,0.0001,0.4440967977046967,,
325072,152719,2.4877999999999996,0.05,3719,2,97.41,50775,0.0001,0.45600696206092833,,
325192,152760,2.6946,0.05,3720,2,97.38,50795,0.0001,0.614542156457901,,
325216,152771,2.6246000000000005,0.05,3721,2,97.04,,,,,
325232,152781,2.5770000000000004,0.05,3722,2,97.09,50800,0.0001,0.5453274667263031,,
325416,152813,2.8550000000000004,0.05,3723,2,97.63,50830,0.0001,0.4446040511131287,,
325520,152838,2.8247000000000004,0.05,3724,2,96.95,50845,0.0001,0.5161335349082947,,
325632,,,0.05,,,,50860,0.0001,0.470134299993515,122.6,-6.862
325696,153006,2.8286000000000002,0.05,3725,2,97.0,50870,0.0001,0.4756292045116425,,
325752,153038,3.281,0.05,3726,2,97.88,50880,0.0001,0.5424128770828247,,
325752,153038,3.281,,3727,2,97.88,,,,,
325808,153081,3.0855,0.05,3728,2,97.2,50890,0.0001,0.61705002784729,,
325976,153133,2.9558000000000004,0.05,3729,2,97.07,50915,0.0001,0.47262169122695924,,
326008,153149,3.0319,0.05,3730,2,97.18,50920,0.0001,0.7303532600402832,,
326072,153170,3.0141999999999998,0.05,3731,2,97.33,50930,0.0001,0.45421138405799866,,
326360,153231,3.0751999999999997,0.05,3732,2,97.23,50975,0.0001,0.6335721641778946,,
326400,153246,2.8254,0.05,3733,2,96.93,50980,0.0001,0.5091127425432205,,
326576,153290,2.8635000000000006,0.05,3734,2,97.15,51010,0.0001,0.6760597050189971,,
326656,,,0.05,,,,51020,0.0001,0.689003050327301,96.6,-0.5459999999999999
326704,153547,2.9202999999999997,0.05,3735,2,97.1,51030,0.0001,0.42291104793548584,,
326744,153579,2.8987,0.05,3736,2,97.43,51035,0.0001,0.5603749334812165,,
327080,153658,2.9202999999999997,0.05,3737,2,96.97,51090,0.0001,0.49681646227836607,,
327096,153669,3.312,0.05,3738,2,97.07,,,,,
327176,153692,3.565400000000001,0.05,3739,2,96.05,51105,0.0001,0.5967739701271058,,
327208,153724,3.486100000000001,0.05,3740,2,96.14,51110,0.0001,0.3457340508699417,,
327224,153735,3.2573000000000008,0.05,3741,2,96.95,,,,,
327496,153812,3.3691000000000004,0.05,3742,2,97.13,51155,0.0001,0.5686169445514679,,
327512,153822,3.5139000000000005,0.05,3743,2,97.47,,,,,
327544,153838,3.4041999999999994,0.05,3744,2,97.55,51160,0.0001,0.6790296554565429,,
327568,153853,2.9444999999999992,0.05,3745,2,97.39,51165,0.0001,0.5342120110988617,,
327680,,,0.05,,,,51180,0.0001,0.322062274813652,77.6,14.251999999999999
327712,154105,2.7041999999999997,0.05,3746,2,97.05,51185,0.0001,0.45451581478118896,,
327792,154136,2.6290999999999998,0.05,3747,2,96.43,51200,0.0001,0.7372024476528167,,
327792,154136,2.6290999999999998,,3748,2,96.43,,,,,
327800,154205,2.5455000000000005,0.05,3749,2,95.42,,,,,
328056,154254,2.5702,0.05,3750,2,95.56,51240,0.0001,0.47722628712654114,,
328064,154262,2.7239,0.05,3751,2,95.02,,,,,
328232,154315,2.6508,0.05,3752,2,95.23,51270,0.0001,0.5944599211215973,,
328400,154358,2.6170000000000004,0.05,3753,2,95.35,51295,0.0001,0.5960960149765014,,
328504,154379,2.9943,0.05,3754,2,95.89,51310,0.0001,0.5094269692897797,,
328520,154388,3.2594,0.05,3755,2,95.84,51315,0.0001,0.38661942481994627,,
328528,154397,2.8794000000000004,0.05,3756,2,95.63,,,,,
328704,,,0.05,,,,51340,0.0001,0.530160665512085,79.4,2.298
328752,154609,3.1276000000000006,0.05,3757,2,96.61,51350,0.0001,0.7230391144752503,,
328752,154609,3.1276000000000006,,3758,2,96.61,,,,,
328784,154625,3.3123999999999993,0.05,3759,2,96.06,51355,0.0001,0.5817667335271836,,
328808,154639,3.1106999999999996,0.05,3760,2,95.76,51360,0.0001,0.5643413364887238,,
329176,154718,2.8439999999999994,0.05,3761,2,95.55,51415,0.0001,0.556506997346878,,
329200,154731,2.8853999999999997,0.05,3762,2,95.9,51420,0.0001,0.5204627752304077,,
329352,154764,2.9703,0.05,3763,2,96.01,51445,0.0001,0.6525624096393585,,
329448,154787,2.9916,0.05,3764,2,95.69,51460,0.0001,0.5922464549541473,,
329560,154809,2.946099999999999,0.05,3765,2,95.18,51475,0.0001,0.4401113271713257,,
329592,154837,2.9825,0.05,3766,2,95.36,51480,0.0001,0.4980373978614807,,
329728,,,0.05,,,,51500,0.0001,0.4268911987543106,118.4,14.3
329768,155020,2.930799999999999,0.05,3767,2,95.08,51510,0.0001,0.6261884093284606,,
329840,155038,2.7854,0.05,3768,2,95.45,51520,0.0001,0.3714088320732117,,
330048,155070,2.8008000000000006,0.05,3769,2,95.74,51550,0.0001,0.592242980003357,,
330064,155173,2.7656,0.05,3770,2,94.96,51555,0.0001,0.7239381611347199,,
330328,155209,2.5579,0.05,3771,2,95.16,51595,0.0001,0.7283194601535797,,
330384,155226,2.4798999999999993,0.05,3772,2,95.25,51605,0.0001,0.8168822407722474,,
330392,155235,2.7218999999999998,0.05,3773,2,94.64,,,,,
330672,155281,2.7495999999999996,0.05,3774,2,95.47,51650,0.0001,0.4585495412349701,,
330752,,,0.05,,,,51660,0.0001,0.6002237498760223,86.2,17.907999999999998
330752,155455,2.8939,0.05,3775,2,96.94,,,,,
330752,155455,2.8939,,3776,2,96.94,,,,,
330816,155476,2.9838999999999998,0.05,3777,2,97.71,51670,0.0001,0.6579560041427612,,
330936,155510,3.1194,0.05,3778,2,98.25,51690,0.0001,0.6787926375865936,,
331112,155551,3.3016999999999994,0.05,3779,2,98.63,51720,0.0001,0.5490875244140625,,
331256,155582,3.052799999999999,0.05,3780,2,98.07,51740,0.0001,0.46645058393478395,,
331264,155590,3.094799999999999,0.05,3781,2,97.67,,,,,
331480,155635,3.1244999999999994,0.05,3782,2,97.37,51775,0.0001,0.27932125627994536,,
331528,155667,3.1049999999999986,0.05,3783,2,97.33,51785,0.0001,0.4964751362800598,,
331536,155736,3.1075999999999997,0.05,3784,2,96.44,,,,,
331552,155747,3.3201999999999994,0.05,3785,2,96.86,,,,,
331776,,,0.05,,,,51820,0.0001,0.4687654137611389,45.2,5.6739999999999995
331824,156010,3.2675,0.05,3786,2,96.46,51830,0.0001,0.6409620344638824,,
331864,156025,3.5400000000000005,0.05,3787,2,95.71,51835,0.0001,0.6419850647449493,,
332016,156057,3.2263000000000006,0.05,3788,2,95.49,51860,0.0001,0.3485800802707672,,
332048,156070,3.1858000000000004,0.05,3789,2,95.24,51865,0.0001,0.5376726448535919,,
332080,156085,2.9570000000000003,0.05,3790,2,95.97,51870,0.0001,0.6601996213197708,,
332104,156096,3.3025000000000007,0.05,3791,2,96.63,51875,0.0001,0.6842128515243531,,
332224,156131,3.0903000000000005,0.05,3792,2,96.38,51890,0.0001,0.5744409382343292,,
332256,156143,2.8777000000000004,0.05,3793,2,97.25,51895,0.0001,0.4292237401008606,,
332328,156163,2.8005,0.05,3794,2,96.21,51910,0.0001,0.8162403464317322,,
332632,156220,2.9156,0.05,3795,2,96.93,51955,0.0001,0.5836783200502396,,
332800,,,0.05,,,,51980,0.0001,0.5446133553981781,92.0,-1.3399999999999992
332840,156411,3.0041999999999995,0.05,3796,2,97.04,51990,0.0001,0.7429023861885071,,
332960,156436,3.1381,0.05,3797,2,97.71,52005,0.0001,0.5263221383094787,,
333040,156457,2.9389000000000003,0.05,3798,2,97.57,52020,0.0001,0.463185054063797,,
333048,156473,2.7619000000000007,0.05,3799,2,98.8,,,,,
333048,156473,2.7619000000000007,,3800,2,98.8,,,,,
333088,156488,2.7140999999999997,0.05,3801,2,99.43,52025,0.0001,0.4635661542415619,,
333232,156515,2.8569999999999998,0.05,3802,2,100.03,52050,0.0001,0.47285603284835814,,
333480,156570,2.7028000000000003,0.05,3803,2,99.33,52090,0.0001,0.5506011247634888,,
333504,156582,2.9697000000000005,0.05,3804,2,100.07,,,,,
333632,156608,2.8458000000000006,0.05,3805,2,99.92,52110,0.0001,0.48532548546791077,,
333768,156641,3.188500000000001,0.05,3806,2,100.11,52135,0.0001,0.6346633970737457,,
333792,156652,2.9169000000000005,0.05,3807,2,99.82,,,,,
333824,,,0.05,,,,52140,0.0001,0.578495642542839,87.4,12.406
333840,156824,2.8489000000000004,0.05,3808,2,99.57,52145,0.0001,0.399697470664978,,
334016,156861,2.6090000000000004,0.05,3809,2,98.98,52170,0.0001,0.5462514758110046,,
334040,156871,2.7471000000000005,0.05,3810,2,99.55,52175,0.0001,0.37134950757026675,,
334120,156893,3.0817,0.05,3811,2,100.42,52190,0.0001,0.5122366845607758,,
334128,156902,3.1968,0.05,3812,2,99.98,,,,,
334232,156932,2.8446999999999996,0.05,3813,2,99.24,52205,0.0001,0.5241223990917205,,
334400,156978,2.5303000000000004,0.05,3814,2,98.49,52230,0.0001,0.7397019028663635,,
334504,157003,2.4973,0.05,3815,2,98.46,52250,0.0001,0.423793751001358,,
334616,157025,2.4462,0.05,3816,2,98.03,52265,0.0001,0.5751547873020172,,
334672,157041,2.5826,0.05,3817,2,97.69,52275,0.0001,0.4320410668849945,,
334784,157070,2.5517999999999996,0.05,3818,2,98.18,52290,0.0001,0.49771135449409487,,
334848,,,0.05,,,,52300,0.0001,0.42737612426280974,148.6,18.726
334864,157291,2.2063,0.05,3819,2,97.89,52305,0.0001,0.5506130933761597,,
335016,157323,1.9346,0.05,3820,2,97.76,52330,0.0001,0.47707110941410064,,
335040,157344,2.1462,0.05,3821,2,97.34,,,,,
335040,157344,2.1462,,3822,2,97.34,,,,,
335056,157354,1.9891999999999994,0.05,3823,2,97.53,52335,0.0001,0.6516882061958313,,
335344,157439,2.1685,0.05,3824,2,97.38,52380,0.0001,0.3670515179634094,,
335528,157483,2.0610999999999993,0.05,3825,2,97.21,52410,0.0001,0.39498988091945647,,
335568,157513,2.0814999999999997,0.05,3826,2,96.68,52415,0.0001,0.6453789532184601,,
335768,157548,1.9944999999999993,0.05,3827,2,96.85,52445,0.0001,0.6290769636631012,,
335824,157563,2.0694,0.05,3828,2,97.47,52455,0.0001,0.6014483988285064,,
335872,,,0.05,,,,52460,0.0001,0.4793183445930481,93.4,8.566
335888,157734,2.047799999999999,0.05,3829,2,97.63,52465,0.0001,0.2890192836523056,,
335936,157749,2.1546,0.05,3830,2,97.95,52470,0.0001,0.5051786601543427,,
336152,157792,2.343,0.05,3831,2,97.89,52505,0.0001,0.4841520369052887,,
336248,157830,2.1726999999999994,0.05,3832,2,99.8,52520,0.0001,0.5243661880493165,,
336248,157830,2.1726999999999994,,3833,2,99.8,,,,,
336304,157849,2.3637999999999995,0.05,3834,2,99.69,52530,0.0001,0.6697643339633942,,
336464,157896,2.3743999999999996,0.05,3835,2,99.58,52555,0.0001,0.4716486096382141,,
336520,157915,2.4532999999999996,0.05,3836,2,99.35,52565,0.0001,0.4988507032394409,,
336784,157982,2.4909999999999997,0.05,3837,2,98.68,52605,0.0001,0.5568270146846771,,
336832,158001,2.4655,0.05,3838,2,98.66,52610,0.0001,0.6336121320724487,,
336896,,,0.05,,,,52620,0.0001,0.5962913751602172,104.0,16.125999999999998
336912,158205,2.3984,0.05,3839,2,98.86,52625,0.0001,0.37287848591804507,,
336976,158225,2.767,0.05,3840,2,98.8,52635,0.0001,0.5247931957244873,,
337000,158237,3.167,0.05,3841,2,97.41,52640,0.0001,0.43805038928985596,,
337104,158265,3.2944,0.05,3842,2,97.2,52655,0.0001,0.6309081226587295,,
337192,158292,3.4104999999999994,0.05,3843,2,97.21,52670,0.0001,0.5362211167812347,,
337424,158347,3.3445,0.05,3844,2,97.36,52705,0.0001,0.5081457734107971,,
337456,158359,3.2845,0.05,3845,2,97.59,52710,0.0001,0.6086514592170715,,
337592,158389,3.2524999999999995,0.05,3846,2,97.59,52730,0.0001,0.5551835894584656,,
337712,158420,3.1685,0.05,3847,2,97.82,52750,0.0001,0.37373855113983157,,
337784,158443,3.3503999999999996,0.05,3848,2,98.07,52760,0.0001,0.4863660275936127,,
337848,158463,3.3540000000000005,0.05,3849,2,98.99,52770,0.0001,0.6638008534908295,,
337912,158483,3.1803,0.05,3850,2,99.3,52780,0.0001,0.5481307506561279,,
337920,,,,,,,,,,145.0,0.46600000000000036
338024,158634,2.8276,0.05,3851,2,99.36,52800,0.0001,0.6676124602556228,,
338296,158681,2.4383000000000004,0.05,3852,2,99.17,52840,0.0001,0.4802872598171234,,
338432,158706,2.468,0.05,3853,2,99.61,52860,0.0001,0.5461568236351013,,
338456,158716,2.2710000000000004,0.05,3854,2,99.38,52865,0.0001,0.4488550812005997,,
338536,158733,1.9774000000000007,0.05,3855,2,99.5,52880,0.0001,0.7388083040714264,,
338544,158741,2.319,0.05,3856,2,100.32,,,,,
338568,158751,2.1555000000000004,0.05,3857,2,100.35,52885,0.0001,0.5199511975049973,,
338912,158806,2.4033,0.05,3858,2,99.89,52935,0.0001,0.4598006010055542,,
338944,,,0.05,,,,52940,0.0001,0.5541124522686005,84.2,9.076
339080,158973,2.2691000000000003,0.05,3859,2,100.44,52965,0.0001,0.5108916401863098,,
339144,158994,2.5281000000000002,0.05,3860,2,100.68,52975,0.0001,0.6752318680286408,,
339184,159007,2.8490999999999995,0.05,3861,2,100.97,52980,0.0001,0.5723205208778381,,
339264,159031,3.0894999999999997,0.05,3862,2,100.8,52990,0.0001,0.30354381799697877,,
339296,159045,3.2307000000000006,0.05,3863,2,100.68,52995,0.0001,0.4847929239273071,,
339392,159073,3.3004000000000002,0.05,3864,2,100.98,53010,0.0001,0.39576137661933897,,
339456,159095,3.4610000000000003,0.05,3865,2,100.69,53020,0.0001,0.7616569876670838,,
339496,159110,3.4989000000000003,0.05,3866,2,100.53,53030,0.0001,0.5401770532131195,,
339536,159126,3.2837,0.05,3867,2,99.77,53035,0.0001,0.5597164571285248,,
339712,159172,3.0156,0.05,3868,2,98.81,53060,0.0001,0.4835276961326599,,
339720,159181,2.8923,0.05,3869,2,98.25,53065,0.0001,0.40426098108291625,,
339808,159204,2.8429,0.05,3870,2,98.91,53075,0.0001,0.550773423910141,,
339888,159225,2.9858000000000002,0.05,3871,2,98.7,53090,0.0001,0.5443490862846374,,
339968,,,0.05,,,,53100,0.0001,0.3693963408470154,81.4,13.566000000000003
340176,159431,3.074900000000001,0.05,3872,2,98.96,53135,0.0001,0.5993202030658722,,
340200,159443,3.0145999999999997,0.05,3873,2,99.11,53140,0.0001,0.7800505638122559,,
340264,159458,2.9472000000000005,0.05,3874,2,98.49,53150,0.0001,0.6144083797931671,,
340520,159492,3.0761000000000003,0.05,3875,2,98.52,53190,0.0001,0.8728619694709778,,
340536,159502,3.1944999999999997,0.05,3876,2,97.88,,,,,
340728,159539,3.037,0.05,3877,2,97.62,53220,0.0001,0.4577047049999237,,
340736,159548,2.9322999999999997,0.05,3878,2,97.31,,,,,
340944,159584,3.1726999999999994,0.05,3879,2,97.94,53255,0.0001,0.5037197858095169,,
340984,159600,3.2316000000000003,0.05,3880,2,98.19,53260,0.0001,0.5089336097240448,,
340992,,,,,,,,,,95.2,6.364
341240,159799,3.0797,0.05,3881,2,98.31,53300,0.0001,0.6214698553085327,,
341248,159867,2.932,0.05,3882,2,97.41,,,,,
341312,159895,3.2963999999999998,0.05,3883,2,98.84,53310,0.0001,0.6049144566059113,,
341312,159895,3.2963999999999998,,3884,2,98.84,,,,,
341392,159924,3.1771,0.05,3885,2,98.74,53325,0.0001,0.7004740178585053,,
341440,159942,3.0646000000000004,0.05,3886,2,98.47,53330,0.0001,0.6835793226957321,,
341536,159972,3.0432,0.05,3887,2,98.97,53345,0.0001,0.6664010167121888,,
341552,159983,3.1747,0.05,3888,2,99.33,53350,0.0001,0.3822163701057434,,
341688,160024,3.1394000000000006,0.05,3889,2,99.24,53370,0.0001,0.6656415820121765,,
341920,160084,3.4668,0.05,3890,2,97.81,53405,0.0001,0.4743219792842865,,
341944,160098,3.1849000000000007,0.05,3891,2,97.14,53410,0.0001,0.4456683278083801,,
342016,,,0.05,,,,53420,0.0001,0.738495659828186,85.4,4.654
342048,160249,3.4370000000000003,0.05,3892,2,98.02,53425,0.0001,0.6790319085121155,,
342168,160279,3.718400000000001,0.05,3893,2,97.91,53445,0.0001,0.5029553174972534,,
342208,160295,3.6863,0.05,3894,2,98.48,53450,0.0001,0.5707268834114074,,
342240,160309,3.8601000000000005,0.05,3895,2,97.64,53455,0.0001,0.5528507471084595,,
342248,160318,3.8415,0.05,3896,2,97.98,53460,0.0001,0.5559012651443481,,
342504,160371,3.9223000000000003,0.05,3897,2,97.86,53500,0.0001,0.5008171975612641,,
342704,160415,4.141699999999999,0.05,3898,2,97.95,53530,0.0001,0.43180719316005706,,
342824,160449,4.3897,0.05,3899,2,97.18,53550,0.0001,0.600617241859436,,
342824,160449,4.3897,,3900,2,97.18,,,,,
343024,160482,4.3424000000000005,0.05,3901,2,96.93,53580,0.0001,0.47820162773132324,,
343040,,,0.05,,,,,,,84.4,-5.965999999999999
343288,160658,4.2058,0.05,3902,2,97.17,53620,0.0001,0.5123111486434937,,
343312,160677,3.8916999999999997,0.05,3903,2,97.62,53625,0.0001,0.5347741842269897,,
343312,160677,3.8916999999999997,,3904,2,97.62,,,,,
343536,160728,3.8667000000000002,0.05,3905,2,97.67,53660,0.0001,0.7217591881752015,,
343552,160738,3.5386000000000006,0.05,3906,2,97.42,,,,,
343576,160749,3.5380000000000007,0.05,3907,2,98.43,53665,0.0001,0.5007099866867065,,
343672,160770,3.6379000000000006,0.05,3908,2,98.7,53680,0.0001,0.4349614500999451,,
343816,160797,3.9130000000000003,0.05,3909,2,99.46,53705,0.0001,0.6593284040689469,,
344000,160836,4.0793,0.05,3910,2,99.11,53730,0.0001,0.6119601726531982,,
344032,160856,4.132099999999999,0.05,3911,2,98.46,53735,0.0001,0.49769218564033507,,
344032,160856,4.132099999999999,,3912,2,98.46,,,,,
344064,,,0.05,,,,53740,0.0001,0.6514385879039765,82.8,13.053999999999998
344288,161085,4.4765999999999995,0.05,3913,2,98.68,53775,0.0001,0.5302369236946106,,
344312,161096,4.8397,0.05,3914,2,99.72,53780,0.0001,0.5115452885627747,,
344480,161130,4.8771,0.05,3915,2,99.36,53805,0.0001,0.6159829020500183,,
344616,161164,4.9513,0.05,3916,2,99.94,53830,0.0001,0.5424507200717926,,
344640,161175,4.9039,0.05,3917,2,100.53,,,,,
344728,161202,4.8255,0.05,3918,2,100.04,53845,0.0001,0.4379375517368317,,
344824,161224,5.0132,0.05,3919,2,100.26,53860,0.0001,0.7457501471042634,,
344856,161237,5.2418000000000005,0.05,3920,2,100.17,53865,0.0001,0.5327647984027862,,
344920,161259,5.136700000000001,0.05,3921,2,100.13,53875,0.0001,0.5261749267578125,,
345080,161300,5.454300000000001,0.05,3922,2,101.02,53900,0.0001,0.5413724303245544,,
345088,,,,,,,,,,97.2,22.594
345120,161461,5.7324,0.05,3923,2,100.3,53905,0.0001,0.5442693889141083,,
345240,161499,5.4654,0.05,3924,2,100.17,53925,0.0001,0.6956064522266387,,
345408,161544,5.8361,0.05,3925,2,100.41,53950,0.0001,0.5386180460453034,,
345432,161557,5.680800000000001,0.05,3926,2,100.53,53955,0.0001,0.459760919213295,,
345456,161571,5.822800000000001,0.05,3927,2,100.05,53960,0.0001,0.6180588781833649,,
345520,161591,6.192300000000001,0.05,3928,2,100.17,53970,0.0001,0.5051289618015289,,
345600,161627,6.161900000000002,0.05,3929,2,99.68,53980,0.0001,0.6654695630073547,,
345640,161645,5.763800000000001,0.05,3930,2,98.84,53990,0.0001,0.8355126798152923,,
345976,161726,5.769400000000002,0.05,3931,2,98.95,54040,0.0001,0.453015461564064,,
346016,161744,5.8077000000000005,0.05,3932,2,97.03,54045,0.0001,0.43709427714347837,,
346104,161773,5.924200000000001,0.05,3933,2,96.94,54060,0.0001,0.3645185172557831,,
346112,,,,,,,,,,108.2,19.07
346112,161976,5.725000000000001,0.05,3934,2,96.03,,,,,
346128,161988,5.845500000000002,0.05,3935,2,95.89,54065,0.0001,0.6440382719039917,,
346136,161997,5.559100000000001,0.05,3936,2,96.47,,,,,
346248,162026,5.3953999999999995,0.05,3937,2,96.71,54085,0.0001,0.5976324051618576,,
346320,162044,5.300699999999999,0.05,3938,2,97.0,54095,0.0001,0.429230597615242,,
346344,162055,5.5506,0.05,3939,2,96.66,54100,0.0001,0.5074765890836715,,
346616,162109,5.127800000000001,0.05,3940,2,96.1,54140,0.0001,0.6032160580158233,,
346728,162140,4.835400000000001,0.05,3941,2,95.74,54160,0.0001,0.6418074071407318,,
346824,162164,4.5992,0.05,3942,2,95.87,54175,0.0001,0.6293339550495147,,
346848,162175,4.555700000000001,0.05,3943,2,95.73,,,,,
347000,162219,4.6445,0.05,3944,2,95.64,54200,0.0001,0.6534330308437347,,
347080,162243,4.811,0.05,3945,2,95.72,54215,0.0001,0.4731642365455627,,
347136,,,0.05,,,,54220,0.0001,0.35116264820098875,104.4,5.002
347136,162428,4.627400000000001,0.05,3946,2,95.46,,,,,
347192,162455,4.6069,0.05,3947,2,95.99,54230,0.0001,0.575539481639862,,
347192,162455,4.6069,,3948,2,95.99,,,,,
347328,162503,4.7276,0.05,3949,2,95.66,54250,0.0001,0.5283450841903686,,
347464,162542,4.606199999999999,0.05,3950,2,95.11,54275,0.0001,0.5352194964885711,,
347664,162595,4.962300000000001,0.05,3951,2,95.23,54305,0.0001,0.4827070772647858,,
347712,162618,5.127199999999999,0.05,3952,2,95.24,54310,0.0001,0.5491607666015625,,
347912,162668,5.098400000000001,0.05,3953,2,94.42,54345,0.0001,0.6070005029439927,,
347952,162682,5.165299999999999,0.05,3954,2,94.75,54350,0.0001,0.7170824587345124,,
347984,162697,5.1988,0.05,3955,2,94.71,54355,0.0001,0.6432969510555268,,
348056,162724,5.05,0.05,3956,2,94.46,54365,0.0001,0.6450293123722076,,
348160,,,0.05,,,,54380,0.0001,0.4896397411823273,107.0,5.322
348200,162889,5.231,0.05,3957,2,95.22,54390,0.0001,0.5317218124866485,,
348368,162921,5.2412,0.05,3958,2,94.99,54415,0.0001,0.5277635663747787,,
348592,162968,5.4038,0.05,3959,2,94.63,54450,0.0001,0.7160897016525268,,
348616,162980,5.4312000000000005,0.05,3960,2,95.32,54455,0.0001,0.670636135339737,,
348880,163027,5.3079,0.05,3961,2,95.33,54495,0.0001,0.49571354389190675,,
348920,163041,5.1713,0.05,3962,2,95.37,54500,0.0001,0.6043809711933136,,
349032,163067,4.9765,0.05,3963,2,95.29,54520,0.0001,0.5818501561880112,,
349072,163080,4.975300000000001,0.05,3964,2,95.21,54525,0.0001,0.5449714064598083,,
349184,,,0.05,,,,54540,0.0001,0.4621802389621735,113.6,4.2
349256,163270,5.146600000000001,0.05,3965,2,95.84,54555,0.0001,0.4821789562702179,,
349256,163270,5.146600000000001,,3966,2,95.84,,,,,
349288,163285,5.1733,0.05,3967,2,95.91,54560,0.0001,0.4376947104930878,,
349408,163325,5.497600000000001,0.05,3968,2,97.33,54575,0.0001,0.5056219935417176,,
349464,163343,5.609,0.05,3969,2,97.86,54585,0.0001,0.5460594296455383,,
349680,163390,5.7609,0.05,3970,2,97.94,54620,0.0001,0.5312121927738189,,
349688,163399,5.5982,0.05,3971,2,97.47,,,,,
349696,163407,5.671899999999999,0.05,3972,2,97.01,,,,,
349704,163476,5.4485,0.05,3973,2,96.09,54625,0.0001,0.6686906039714813,,
349856,163509,5.707199999999999,0.05,3974,2,96.35,54645,0.0001,0.38943204283714294,,
350088,163564,5.622499999999999,0.05,3975,2,96.5,54685,0.0001,0.46600677967071535,,
350208,,,0.05,,,,54700,0.0001,0.646979933977127,65.2,9.91
350208,163834,5.598599999999999,0.05,3976,2,96.2,,,,,
350248,163852,5.612299999999999,0.05,3977,2,95.91,54710,0.0001,0.5000154912471771,,
350296,163872,5.7033000000000005,0.05,3978,2,96.11,54715,0.0001,0.6015571594238281,,
350544,163919,5.3883,0.05,3979,2,95.63,54755,0.0001,0.7632339179515839,,
350600,163933,5.517500000000002,0.05,3980,2,95.8,54765,0.0001,0.5551000714302063,,
350672,163953,5.694000000000001,0.05,3981,2,95.6,54775,0.0001,0.5170644700527192,,
350688,163964,5.673800000000003,0.05,3982,2,96.84,,,,,
350712,163977,5.658800000000001,0.05,3983,2,96.2,54780,0.0001,0.5777344524860382,,
351040,164037,5.5473,0.05,3984,2,96.2,54830,0.0001,0.554118150472641,,
351080,164051,5.7485,0.05,3985,2,96.47,54840,0.0001,0.4828911364078522,,
351208,164083,5.9085,0.05,3986,2,96.68,54860,0.0001,0.4901135444641113,,
351232,,,0.05,,,,,,,142.6,9.65
351256,164241,5.7499,0.05,3987,2,96.63,54865,0.0001,0.6595602869987488,,
351320,164262,5.7588,0.05,3988,2,96.5,54875,0.0001,0.5372174799442291,,
351344,164273,5.9446,0.05,3989,2,96.77,54880,0.0001,0.6769730567932128,,
351416,164294,5.711799999999999,0.05,3990,2,96.89,54890,0.0001,0.4862369894981384,,
351552,164334,5.6297999999999995,0.05,3991,2,96.74,54910,0.0001,0.7730808734893799,,
351600,164350,5.8012,0.05,3992,2,96.57,54920,0.0001,0.5748243868350983,,
351632,164367,6.0048,0.05,3993,2,96.49,54925,0.0001,0.5446927905082702,,
351888,164435,6.0613,0.05,3994,2,96.38,54965,0.0001,0.531138825416565,,
351928,164452,5.624500000000001,0.05,3995,2,96.14,54970,0.0001,0.6123451590538025,,
351984,164471,5.499200000000002,0.05,3996,2,95.55,54980,0.0001,0.506259286403656,,
352000,164481,5.4457,0.05,3997,2,95.46,,,,,
352024,164494,5.180499999999999,0.05,3998,2,94.97,54985,0.0001,0.43295217156410215,,
352144,164524,5.1046,0.05,3999,2,95.03,55005,0.0001,0.4029984027147293,,
352176,164539,5.174200000000002,0.05,4000,2,95.25,55010,0.0001,0.6523331463336944,,
352216,164557,5.2209,0.05,4001,2,95.1,55015,0.0001,0.6705312609672547,,
352256,,,0.05,,,,55020,0.0001,0.42074952721595765,65.0,10.950000000000001
352544,164750,5.0924000000000005,0.05,4002,2,94.24,55065,0.0001,0.5731953561306,,
352552,164759,5.2496,0.05,4003,2,93.69,55070,0.0001,0.5336126685142517,,
352616,164779,5.1812000000000005,0.05,4004,2,93.27,55080,0.0001,0.5001907140016556,,
352648,164794,5.5108999999999995,0.05,4005,2,93.19,55085,0.0001,0.47429531514644624,,
352800,164826,5.8363,0.05,4006,2,93.55,55105,0.0001,0.6095246344804763,,
